survey,target,country,type,section,gate,country_rank,role
asianbarometer,Q156,Vietnam,binary,values_identity,False,7,oracle_only
asianbarometer,Q156,Mongolia,binary,values_identity,False,8,oracle_only
asianbarometer,Q156,Cambodia,binary,values_identity,False,9,oracle_only
asianbarometer,Q37,Australia,binary,political_participation,False,1,confirmatory
asianbarometer,Q37,Philippines,binary,political_participation,False,2,confirmatory
asianbarometer,Q37,Mongolia,binary,political_participation,False,3,confirmatory
asianbarometer,Q37,Indonesia,binary,political_participation,False,4,oracle_only
asianbarometer,Q37,Thailand,binary,political_participation,False,5,oracle_only
asianbarometer,Q37,Vietnam,binary,political_participation,False,6,oracle_only
asianbarometer,Q37,Cambodia,binary,political_participation,False,7,oracle_only
asianbarometer,Q34,Mongolia,nominal,political_participation,False,1,confirmatory
asianbarometer,Q34,Australia,nominal,political_participation,False,2,confirmatory
asianbarometer,Q34,Taiwan,nominal,political_participation,False,3,confirmatory
asianbarometer,Q34,Indonesia,nominal,political_participation,False,4,oracle_only
asianbarometer,Q34,Cambodia,nominal,political_participation,False,5,oracle_only
asianbarometer,Q34,Philippines,nominal,political_participation,False,6,oracle_only
asianbarometer,Q34,Thailand,nominal,political_participation,False,7,oracle_only
asianbarometer,Q34,Korea,nominal,political_participation,False,8,oracle_only
asianbarometer,Q53,Indonesia,nominal,contemporary_issues,False,1,confirmatory
asianbarometer,Q53,Taiwan,nominal,contemporary_issues,False,2,confirmatory
asianbarometer,Q53,Cambodia,nominal,contemporary_issues,False,3,confirmatory
asianbarometer,Q53,Australia,nominal,contemporary_issues,False,4,oracle_only
asianbarometer,Q53,Vietnam,nominal,contemporary_issues,False,5,oracle_only
asianbarometer,Q53,Philippines,nominal,contemporary_issues,False,6,oracle_only
asianbarometer,Q53,Korea,nominal,contemporary_issues,False,7,oracle_only
asianbarometer,Q53,Thailand,nominal,contemporary_issues,False,8,oracle_only
asianbarometer,Q53,Mongolia,nominal,contemporary_issues,False,9,oracle_only
asianbarometer,Q162,Cambodia,nominal,wellbeing,False,1,confirmatory
asianbarometer,Q162,Thailand,nominal,wellbeing,False,2,confirmatory
asianbarometer,Q162,Taiwan,nominal,wellbeing,False,3,confirmatory
asianbarometer,Q162,Philippines,nominal,wellbeing,False,4,oracle_only
asianbarometer,Q162,Indonesia,nominal,wellbeing,False,5,oracle_only
asianbarometer,Q39,Thailand,nominal,institutional_trust,False,1,confirmatory
asianbarometer,Q39,Taiwan,nominal,institutional_trust,False,2,confirmatory
asianbarometer,Q39,Indonesia,nominal,institutional_trust,False,3,confirmatory
asianbarometer,Q39,Philippines,nominal,institutional_trust,False,4,oracle_only
asianbarometer,Q39,Cambodia,nominal,institutional_trust,False,5,oracle_only
asianbarometer,Q172b,Indonesia,ordinal,political_attitudes,False,1,confirmatory
asianbarometer,Q172b,Korea,ordinal,political_attitudes,False,2,confirmatory
asianbarometer,Q172b,Vietnam,ordinal,political_attitudes,False,3,confirmatory
asianbarometer,Q172b,Mongolia,ordinal,political_attitudes,False,4,oracle_only
asianbarometer,Q172b,Thailand,ordinal,political_attitudes,False,5,oracle_only
asianbarometer,Q172b,Cambodia,ordinal,political_attitudes,False,6,oracle_only
asianbarometer,Q172b,Philippines,ordinal,political_attitudes,False,7,oracle_only
asianbarometer,Q172b,Taiwan,ordinal,political_attitudes,False,8,oracle_only
asianbarometer,Q172b,Australia,ordinal,political_attitudes,False,9,oracle_only
asianbarometer,Q52c,Taiwan,ordinal,contemporary_issues,False,1,confirmatory
asianbarometer,Q52c,Thailand,ordinal,contemporary_issues,False,2,confirmatory
asianbarometer,Q52c,Philippines,ordinal,contemporary_issues,False,3,confirmatory
asianbarometer,Q52c,Korea,ordinal,contemporary_issues,False,4,oracle_only
asianbarometer,Q52c,Australia,ordinal,contemporary_issues,False,5,oracle_only
asianbarometer,Q52c,Cambodia,ordinal,contemporary_issues,False,6,oracle_only
asianbarometer,Q52c,Mongolia,ordinal,contemporary_issues,False,7,oracle_only
asianbarometer,Q52c,Vietnam,ordinal,contemporary_issues,False,8,oracle_only
asianbarometer,Q52c,Indonesia,ordinal,contemporary_issues,False,9,oracle_only
asianbarometer,Q59,Indonesia,ordinal,values_identity,False,1,confirmatory
asianbarometer,Q59,Vietnam,ordinal,values_identity,False,2,confirmatory
asianbarometer,Q59,Taiwan,ordinal,values_identity,False,3,confirmatory
asianbarometer,Q59,Cambodia,ordinal,values_identity,False,4,oracle_only
asianbarometer,Q59,Thailand,ordinal,values_identity,False,5,oracle_only
asianbarometer,Q59,Philippines,ordinal,values_identity,False,6,oracle_only
asianbarometer,Q59,Mongolia,ordinal,values_identity,False,7,oracle_only
asianbarometer,Q59,Korea,ordinal,values_identity,False,8,oracle_only
asianbarometer,Q59,Australia,ordinal,values_identity,False,9,oracle_only
asianbarometer,SE14a,Philippines,ordinal,wellbeing,False,1,confirmatory
asianbarometer,SE14a,Thailand,ordinal,wellbeing,False,2,confirmatory
asianbarometer,SE14a,Vietnam,ordinal,wellbeing,False,3,confirmatory
asianbarometer,SE14a,Cambodia,ordinal,wellbeing,False,4,oracle_only
asianbarometer,SE14a,Australia,ordinal,wellbeing,False,5,oracle_only
asianbarometer,SE14a,Korea,ordinal,wellbeing,False,6,oracle_only
asianbarometer,SE14a,Indonesia,ordinal,wellbeing,False,7,oracle_only
asianbarometer,SE14a,Taiwan,ordinal,wellbeing,False,8,oracle_only
asianbarometer,SE14a,Mongolia,ordinal,wellbeing,False,9,oracle_only
asianbarometer,Q79,Thailand,ordinal,institutional_trust,False,1,confirmatory
asianbarometer,Q79,Cambodia,ordinal,institutional_trust,False,2,confirmatory
asianbarometer,Q79,Indonesia,ordinal,institutional_trust,False,3,confirmatory
asianbarometer,Q79,Vietnam,ordinal,institutional_trust,False,4,oracle_only
asianbarometer,Q79,Taiwan,ordinal,institutional_trust,False,5,oracle_only
asianbarometer,Q79,Korea,ordinal,institutional_trust,False,6,oracle_only
asianbarometer,Q79,Mongolia,ordinal,institutional_trust,False,7,oracle_only
asianbarometer,Q79,Philippines,ordinal,institutional_trust,False,8,oracle_only
asianbarometer,Q79,Australia,ordinal,institutional_trust,False,9,oracle_only
asianbarometer,Q23,Mongolia,ordinal,social_attitudes,False,1,confirmatory
asianbarometer,Q23,Vietnam,ordinal,social_attitudes,False,2,confirmatory
asianbarometer,Q23,Korea,ordinal,social_attitudes,False,3,confirmatory
asianbarometer,Q23,Thailand,ordinal,social_attitudes,False,4,oracle_only
asianbarometer,Q23,Philippines,ordinal,social_attitudes,False,5,oracle_only
asianbarometer,Q23,Taiwan,ordinal,social_attitudes,False,6,oracle_only
asianbarometer,Q23,Australia,ordinal,social_attitudes,False,7,oracle_only
asianbarometer,Q23,Indonesia,ordinal,social_attitudes,False,8,oracle_only
asianbarometer,Q23,Cambodia,ordinal,social_attitudes,False,9,oracle_only
asianbarometer,Q48,Korea,ordinal,political_participation,False,1,confirmatory
asianbarometer,Q48,Australia,ordinal,political_participation,False,2,confirmatory
asianbarometer,Q48,Thailand,ordinal,political_participation,False,3,confirmatory
asianbarometer,Q48,Mongolia,ordinal,political_participation,False,4,oracle_only
asianbarometer,Q48,Indonesia,ordinal,political_participation,False,5,oracle_only
asianbarometer,Q48,Philippines,ordinal,political_participation,False,6,oracle_only
asianbarometer,Q48,Cambodia,ordinal,political_participation,False,7,oracle_only
asianbarometer,Q48,Vietnam,ordinal,political_participation,False,8,oracle_only
asianbarometer,Q48,Taiwan,ordinal,political_participation,False,9,oracle_only
asianbarometer,Q174,Vietnam,ordinal,political_attitudes,False,1,confirmatory
asianbarometer,Q174,Philippines,ordinal,political_attitudes,False,2,confirmatory
asianbarometer,Q174,Thailand,ordinal,political_attitudes,False,3,confirmatory
asianbarometer,Q174,Indonesia,ordinal,political_attitudes,False,4,oracle_only
asianbarometer,Q174,Mongolia,ordinal,political_attitudes,False,5,oracle_only
asianbarometer,Q174,Australia,ordinal,political_attitudes,False,6,oracle_only
asianbarometer,Q174,Korea,ordinal,political_attitudes,False,7,oracle_only
asianbarometer,Q174,Taiwan,ordinal,political_attitudes,False,8,oracle_only
asianbarometer,Q174,Cambodia,ordinal,political_attitudes,False,9,oracle_only
asianbarometer,Q52b,Taiwan,ordinal,contemporary_issues,False,1,confirmatory
asianbarometer,Q52b,Philippines,ordinal,contemporary_issues,False,2,confirmatory
asianbarometer,Q52b,Korea,ordinal,contemporary_issues,False,3,confirmatory
asianbarometer,Q52b,Australia,ordinal,contemporary_issues,False,4,oracle_only
asianbarometer,Q52b,Mongolia,ordinal,contemporary_issues,False,5,oracle_only
asianbarometer,Q52b,Vietnam,ordinal,contemporary_issues,False,6,oracle_only
asianbarometer,Q52b,Cambodia,ordinal,contemporary_issues,False,7,oracle_only
asianbarometer,Q52b,Thailand,ordinal,contemporary_issues,False,8,oracle_only
asianbarometer,Q52b,Indonesia,ordinal,contemporary_issues,False,9,oracle_only
asianbarometer,Q64,Korea,ordinal,values_identity,False,1,confirmatory
asianbarometer,Q64,Australia,ordinal,values_identity,False,2,confirmatory
asianbarometer,Q64,Taiwan,ordinal,values_identity,False,3,confirmatory
asianbarometer,Q64,Cambodia,ordinal,values_identity,False,4,oracle_only
asianbarometer,Q64,Mongolia,ordinal,values_identity,False,5,oracle_only
asianbarometer,Q64,Thailand,ordinal,values_identity,False,6,oracle_only
asianbarometer,Q64,Philippines,ordinal,values_identity,False,7,oracle_only
asianbarometer,Q64,Indonesia,ordinal,values_identity,False,8,oracle_only
asianbarometer,Q64,Vietnam,ordinal,values_identity,False,9,oracle_only
asianbarometer,Q161,Korea,ordinal,wellbeing,False,1,confirmatory
asianbarometer,Q161,Philippines,ordinal,wellbeing,False,2,confirmatory
asianbarometer,Q161,Cambodia,ordinal,wellbeing,False,3,confirmatory
asianbarometer,Q161,Vietnam,ordinal,wellbeing,False,4,oracle_only
asianbarometer,Q161,Thailand,ordinal,wellbeing,False,5,oracle_only
asianbarometer,Q161,Indonesia,ordinal,wellbeing,False,6,oracle_only
asianbarometer,Q161,Australia,ordinal,wellbeing,False,7,oracle_only
asianbarometer,Q161,Mongolia,ordinal,wellbeing,False,8,oracle_only
asianbarometer,Q161,Taiwan,ordinal,wellbeing,False,9,oracle_only
asianbarometer,Q15,Indonesia,ordinal,institutional_trust,False,1,confirmatory
asianbarometer,Q15,Philippines,ordinal,institutional_trust,False,2,confirmatory
asianbarometer,Q15,Mongolia,ordinal,institutional_trust,False,3,confirmatory
asianbarometer,Q15,Korea,ordinal,institutional_trust,False,4,oracle_only
asianbarometer,Q15,Thailand,ordinal,institutional_trust,False,5,oracle_only
asianbarometer,Q15,Vietnam,ordinal,institutional_trust,False,6,oracle_only
asianbarometer,Q15,Australia,ordinal,institutional_trust,False,7,oracle_only
asianbarometer,Q15,Taiwan,ordinal,institutional_trust,False,8,oracle_only
asianbarometer,Q15,Cambodia,ordinal,institutional_trust,False,9,oracle_only
asianbarometer,Q28,Indonesia,ordinal,social_attitudes,False,1,confirmatory
asianbarometer,Q28,Taiwan,ordinal,social_attitudes,False,2,confirmatory
asianbarometer,Q28,Philippines,ordinal,social_attitudes,False,3,confirmatory
asianbarometer,Q28,Thailand,ordinal,social_attitudes,False,4,oracle_only
asianbarometer,Q28,Mongolia,ordinal,social_attitudes,False,5,oracle_only
asianbarometer,Q28,Vietnam,ordinal,social_attitudes,False,6,oracle_only
asianbarometer,Q28,Korea,ordinal,social_attitudes,False,7,oracle_only
asianbarometer,Q28,Cambodia,ordinal,social_attitudes,False,8,oracle_only
asianbarometer,Q28,Australia,ordinal,social_attitudes,False,9,oracle_only
ess_wave_11,hltphdi,Germany,binary,wellbeing,False,1,confirmatory
ess_wave_11,hltphdi,Ukraine,binary,wellbeing,False,2,confirmatory
ess_wave_11,hltphdi,Serbia,binary,wellbeing,False,3,confirmatory
ess_wave_11,hltphdi,Bulgaria,binary,wellbeing,False,4,oracle_only
ess_wave_11,hltphdi,Hungary,binary,wellbeing,False,5,oracle_only
ess_wave_11,hltphdi,Slovakia,binary,wellbeing,False,6,oracle_only
ess_wave_11,hltphdi,Croatia,binary,wellbeing,False,7,oracle_only
ess_wave_11,atncrse,Slovenia,binary,political_participation,False,1,confirmatory
ess_wave_11,atncrse,Bulgaria,binary,political_participation,False,2,confirmatory
ess_wave_11,atncrse,France,binary,political_participation,False,3,confirmatory
ess_wave_11,atncrse,Serbia,binary,political_participation,False,4,oracle_only
ess_wave_11,atncrse,Finland,binary,political_participation,False,5,oracle_only
ess_wave_11,atncrse,Iceland,binary,political_participation,False,6,oracle_only
ess_wave_11,atncrse,Austria,binary,political_participation,False,7,oracle_only
ess_wave_11,atncrse,Latvia,binary,political_participation,False,8,oracle_only
ess_wave_11,atncrse,Sweden,binary,political_participation,False,9,oracle_only
ess_wave_11,atncrse,Cyprus,binary,political_participation,False,10,oracle_only
ess_wave_11,dscrgrp,United Kingdom,binary,social_attitudes,False,1,confirmatory
ess_wave_11,dscrgrp,Ireland,binary,social_attitudes,False,2,confirmatory
ess_wave_11,dscrgrp,Portugal,binary,social_attitudes,False,3,confirmatory
ess_wave_11,dscrgrp,Sweden,binary,social_attitudes,False,4,oracle_only
ess_wave_11,dscrgrp,Greece,binary,social_attitudes,False,5,oracle_only
ess_wave_11,dscrgrp,Switzerland,binary,social_attitudes,False,6,oracle_only
ess_wave_11,dscrgrp,Poland,binary,social_attitudes,False,7,oracle_only
ess_wave_11,dscrgrp,Serbia,binary,social_attitudes,False,8,oracle_only
ess_wave_11,dscrgrp,Estonia,binary,social_attitudes,False,9,oracle_only
ess_wave_11,dscrgrp,Latvia,binary,social_attitudes,False,10,oracle_only
ess_wave_11,hltphbn,Spain,binary,wellbeing,False,1,confirmatory
ess_wave_11,hltphbn,Finland,binary,wellbeing,False,2,confirmatory
ess_wave_11,hltphbn,United Kingdom,binary,wellbeing,False,3,confirmatory
ess_wave_11,hltphbn,Poland,binary,wellbeing,False,4,oracle_only
ess_wave_11,hltphbn,Hungary,binary,wellbeing,False,5,oracle_only
ess_wave_11,hltphbn,Belgium,binary,wellbeing,False,6,oracle_only
ess_wave_11,hltphbn,Estonia,binary,wellbeing,False,7,oracle_only
ess_wave_11,hltphbn,Slovakia,binary,wellbeing,False,8,oracle_only
ess_wave_11,hltphbn,Italy,binary,wellbeing,False,9,oracle_only
ess_wave_11,hltphbn,Germany,binary,wellbeing,False,10,oracle_only
ess_wave_11,bctprd,Iceland,binary,political_participation,False,1,confirmatory
ess_wave_11,bctprd,Norway,binary,political_participation,False,2,confirmatory
ess_wave_11,bctprd,Belgium,binary,political_participation,False,3,confirmatory
ess_wave_11,bctprd,Serbia,binary,political_participation,False,4,oracle_only
ess_wave_11,bctprd,Croatia,binary,political_participation,False,5,oracle_only
ess_wave_11,bctprd,Portugal,binary,political_participation,False,6,oracle_only
ess_wave_11,bctprd,Lithuania,binary,political_participation,False,7,oracle_only
ess_wave_11,bctprd,Montenegro,binary,political_participation,False,8,oracle_only
ess_wave_11,bctprd,Spain,binary,political_participation,False,9,oracle_only
ess_wave_11,bctprd,Slovakia,binary,political_participation,False,10,oracle_only
ess_wave_11,dscrntn,Germany,binary,social_attitudes,True,1,confirmatory
ess_wave_11,dscrntn,Israel,binary,social_attitudes,True,2,confirmatory
ess_wave_11,dscrntn,Austria,binary,social_attitudes,True,3,confirmatory
ess_wave_11,dscrntn,Italy,binary,social_attitudes,True,4,oracle_only
ess_wave_11,dscrntn,Montenegro,binary,social_attitudes,True,5,oracle_only
ess_wave_11,nwspol,Estonia,continuous,contemporary_issues,False,1,confirmatory
ess_wave_11,nwspol,Hungary,continuous,contemporary_issues,False,2,confirmatory
ess_wave_11,nwspol,Ireland,continuous,contemporary_issues,False,3,confirmatory
ess_wave_11,nwspol,Iceland,continuous,contemporary_issues,False,4,oracle_only
ess_wave_11,nwspol,Austria,continuous,contemporary_issues,False,5,oracle_only
ess_wave_11,nwspol,Switzerland,continuous,contemporary_issues,False,6,oracle_only
ess_wave_11,nwspol,Finland,continuous,contemporary_issues,False,7,oracle_only
ess_wave_11,nwspol,Germany,continuous,contemporary_issues,False,8,oracle_only
ess_wave_11,nwspol,Serbia,continuous,contemporary_issues,False,9,oracle_only
ess_wave_11,nwspol,Poland,continuous,contemporary_issues,False,10,oracle_only
ess_wave_11,netustm,Spain,continuous,contemporary_issues,False,1,confirmatory
ess_wave_11,netustm,Netherlands,continuous,contemporary_issues,False,2,confirmatory
ess_wave_11,netustm,Sweden,continuous,contemporary_issues,False,3,confirmatory
ess_wave_11,netustm,Montenegro,continuous,contemporary_issues,False,4,oracle_only
ess_wave_11,netustm,Slovakia,continuous,contemporary_issues,False,5,oracle_only
ess_wave_11,netustm,Bulgaria,continuous,contemporary_issues,False,6,oracle_only
ess_wave_11,netustm,Greece,continuous,contemporary_issues,False,7,oracle_only
ess_wave_11,netustm,Belgium,continuous,contemporary_issues,False,8,oracle_only
ess_wave_11,netustm,Lithuania,continuous,contemporary_issues,False,9,oracle_only
ess_wave_11,netustm,Italy,continuous,contemporary_issues,False,10,oracle_only
ess_wave_11,vteubcmb,United Kingdom,nominal,political_attitudes,False,1,confirmatory
ess_wave_11,vteubcmb,Serbia,nominal,political_attitudes,False,2,confirmatory
ess_wave_11,vteubcmb,Montenegro,nominal,political_attitudes,False,3,confirmatory
ess_wave_11,vteubcmb,Norway,nominal,political_attitudes,False,4,oracle_only
ess_wave_11,vteubcmb,Ukraine,nominal,political_attitudes,False,5,oracle_only
ess_wave_11,vteubcmb,Israel,nominal,political_attitudes,False,6,oracle_only
ess_wave_11,vteubcmb,Switzerland,nominal,political_attitudes,False,7,oracle_only
ess_wave_11,vteubcmb,Iceland,nominal,political_attitudes,False,8,oracle_only
ess_wave_11,vote,Ukraine,nominal,political_participation,True,1,confirmatory
ess_wave_11,vote,Germany,nominal,political_participation,True,2,confirmatory
ess_wave_11,vote,Lithuania,nominal,political_participation,True,3,confirmatory
ess_wave_11,vote,Bulgaria,nominal,political_participation,True,4,oracle_only
ess_wave_11,vote,France,nominal,political_participation,True,5,oracle_only
ess_wave_11,vote,Israel,nominal,political_participation,True,6,oracle_only
ess_wave_11,vote,Serbia,nominal,political_participation,True,7,oracle_only
ess_wave_11,vote,Montenegro,nominal,political_participation,True,8,oracle_only
ess_wave_11,vote,Hungary,nominal,political_participation,True,9,oracle_only
ess_wave_11,vote,Netherlands,nominal,political_participation,True,10,oracle_only
ess_wave_11,aesfdrk,Norway,nominal,wellbeing,False,1,confirmatory
ess_wave_11,aesfdrk,Lithuania,nominal,wellbeing,False,2,confirmatory
ess_wave_11,aesfdrk,Serbia,nominal,wellbeing,False,3,confirmatory
ess_wave_11,aesfdrk,Montenegro,nominal,wellbeing,False,4,oracle_only
ess_wave_11,aesfdrk,Cyprus,nominal,wellbeing,False,5,oracle_only
ess_wave_11,aesfdrk,Slovakia,nominal,wellbeing,False,6,oracle_only
ess_wave_11,aesfdrk,Israel,nominal,wellbeing,False,7,oracle_only
ess_wave_11,aesfdrk,Finland,nominal,wellbeing,False,8,oracle_only
ess_wave_11,aesfdrk,Spain,nominal,wellbeing,False,9,oracle_only
ess_wave_11,aesfdrk,Estonia,nominal,wellbeing,False,10,oracle_only
ess_wave_11,wrclmch,Belgium,ordinal,contemporary_issues,False,1,confirmatory
ess_wave_11,wrclmch,Lithuania,ordinal,contemporary_issues,False,2,confirmatory
ess_wave_11,wrclmch,Bulgaria,ordinal,contemporary_issues,False,3,confirmatory
ess_wave_11,wrclmch,Serbia,ordinal,contemporary_issues,False,4,oracle_only
ess_wave_11,wrclmch,Norway,ordinal,contemporary_issues,False,5,oracle_only
ess_wave_11,wrclmch,Portugal,ordinal,contemporary_issues,False,6,oracle_only
ess_wave_11,wrclmch,Israel,ordinal,contemporary_issues,False,7,oracle_only
ess_wave_11,wrclmch,Sweden,ordinal,contemporary_issues,False,8,oracle_only
ess_wave_11,wrclmch,Hungary,ordinal,contemporary_issues,False,9,oracle_only
ess_wave_11,wrclmch,Germany,ordinal,contemporary_issues,False,10,oracle_only
ess_wave_11,freehms,Netherlands,ordinal,social_attitudes,False,1,confirmatory
ess_wave_11,freehms,Iceland,ordinal,social_attitudes,False,2,confirmatory
ess_wave_11,freehms,Poland,ordinal,social_attitudes,False,3,confirmatory
ess_wave_11,freehms,Spain,ordinal,social_attitudes,False,4,oracle_only
ess_wave_11,freehms,Switzerland,ordinal,social_attitudes,False,5,oracle_only
ess_wave_11,freehms,Bulgaria,ordinal,social_attitudes,False,6,oracle_only
ess_wave_11,freehms,Lithuania,ordinal,social_attitudes,False,7,oracle_only
ess_wave_11,freehms,Italy,ordinal,social_attitudes,False,8,oracle_only
ess_wave_11,freehms,Montenegro,ordinal,social_attitudes,False,9,oracle_only
ess_wave_11,freehms,Slovenia,ordinal,social_attitudes,False,10,oracle_only
ess_wave_11,liklead,Lithuania,ordinal,values_identity,False,1,confirmatory
ess_wave_11,liklead,Belgium,ordinal,values_identity,False,2,confirmatory
ess_wave_11,liklead,Croatia,ordinal,values_identity,False,3,confirmatory
ess_wave_11,liklead,Norway,ordinal,values_identity,False,4,oracle_only
ess_wave_11,liklead,Portugal,ordinal,values_identity,False,5,oracle_only
ess_wave_11,liklead,Sweden,ordinal,values_identity,False,6,oracle_only
ess_wave_11,liklead,United Kingdom,ordinal,values_identity,False,7,oracle_only
ess_wave_11,liklead,Hungary,ordinal,values_identity,False,8,oracle_only
ess_wave_11,liklead,Bulgaria,ordinal,values_identity,False,9,oracle_only
ess_wave_11,liklead,Ukraine,ordinal,values_identity,False,10,oracle_only
ess_wave_11,lrscale,Hungary,ordinal,political_attitudes,False,1,confirmatory
ess_wave_11,lrscale,Switzerland,ordinal,political_attitudes,False,2,confirmatory
ess_wave_11,lrscale,Belgium,ordinal,political_attitudes,False,3,confirmatory
ess_wave_11,lrscale,Croatia,ordinal,political_attitudes,False,4,oracle_only
ess_wave_11,lrscale,Poland,ordinal,political_attitudes,False,5,oracle_only
ess_wave_11,lrscale,Sweden,ordinal,political_attitudes,False,6,oracle_only
ess_wave_11,lrscale,Latvia,ordinal,political_attitudes,False,7,oracle_only
ess_wave_11,lrscale,Cyprus,ordinal,political_attitudes,False,8,oracle_only
ess_wave_11,lrscale,Greece,ordinal,political_attitudes,False,9,oracle_only
ess_wave_11,lrscale,Austria,ordinal,political_attitudes,False,10,oracle_only
ess_wave_11,trstplc,Slovakia,ordinal,institutional_trust,False,1,confirmatory
ess_wave_11,trstplc,Italy,ordinal,institutional_trust,False,2,confirmatory
ess_wave_11,trstplc,Slovenia,ordinal,institutional_trust,False,3,confirmatory
ess_wave_11,trstplc,Sweden,ordinal,institutional_trust,False,4,oracle_only
ess_wave_11,trstplc,Croatia,ordinal,institutional_trust,False,5,oracle_only
ess_wave_11,trstplc,Hungary,ordinal,institutional_trust,False,6,oracle_only
ess_wave_11,trstplc,Netherlands,ordinal,institutional_trust,False,7,oracle_only
ess_wave_11,trstplc,Belgium,ordinal,institutional_trust,False,8,oracle_only
ess_wave_11,trstplc,France,ordinal,institutional_trust,False,9,oracle_only
ess_wave_11,trstplc,United Kingdom,ordinal,institutional_trust,False,10,oracle_only
ess_wave_11,impbemw,Belgium,ordinal,demographics,False,1,confirmatory
ess_wave_11,impbemw,Spain,ordinal,demographics,False,2,confirmatory
ess_wave_11,impbemw,Sweden,ordinal,demographics,False,3,confirmatory
ess_wave_11,impbemw,Ukraine,ordinal,demographics,False,4,oracle_only
ess_wave_11,impbemw,Slovenia,ordinal,demographics,False,5,oracle_only
ess_wave_11,impbemw,Portugal,ordinal,demographics,False,6,oracle_only
ess_wave_11,impbemw,France,ordinal,demographics,False,7,oracle_only
ess_wave_11,impbemw,Serbia,ordinal,demographics,False,8,oracle_only
ess_wave_11,impbemw,Croatia,ordinal,demographics,False,9,oracle_only
ess_wave_11,impbemw,Netherlands,ordinal,demographics,False,10,oracle_only
ess_wave_11,eatveg,Portugal,ordinal,wellbeing,False,1,confirmatory
ess_wave_11,eatveg,Serbia,ordinal,wellbeing,False,2,confirmatory
ess_wave_11,eatveg,France,ordinal,wellbeing,False,3,confirmatory
ess_wave_11,eatveg,Belgium,ordinal,wellbeing,False,4,oracle_only
ess_wave_11,eatveg,Ireland,ordinal,wellbeing,False,5,oracle_only
ess_wave_11,eatveg,Lithuania,ordinal,wellbeing,False,6,oracle_only
ess_wave_11,eatveg,Hungary,ordinal,wellbeing,False,7,oracle_only
ess_wave_11,eatveg,Spain,ordinal,wellbeing,False,8,oracle_only
ess_wave_11,eatveg,Bulgaria,ordinal,wellbeing,False,9,oracle_only
ess_wave_11,eatveg,Norway,ordinal,wellbeing,False,10,oracle_only
ess_wave_11,psppsgva,Finland,ordinal,political_participation,False,1,confirmatory
ess_wave_11,psppsgva,Italy,ordinal,political_participation,False,2,confirmatory
ess_wave_11,psppsgva,Iceland,ordinal,political_participation,False,3,confirmatory
ess_wave_11,psppsgva,Latvia,ordinal,political_participation,False,4,oracle_only
ess_wave_11,psppsgva,Croatia,ordinal,political_participation,False,5,oracle_only
ess_wave_11,psppsgva,Lithuania,ordinal,political_participation,False,6,oracle_only
ess_wave_11,psppsgva,Portugal,ordinal,political_participation,False,7,oracle_only
ess_wave_11,psppsgva,Ukraine,ordinal,political_participation,False,8,oracle_only
ess_wave_11,psppsgva,Slovenia,ordinal,political_participation,False,9,oracle_only
ess_wave_11,psppsgva,Bulgaria,ordinal,political_participation,False,10,oracle_only
ess_wave_11,netusoft,Spain,ordinal,contemporary_issues,True,1,confirmatory
ess_wave_11,netusoft,Finland,ordinal,contemporary_issues,True,2,confirmatory
ess_wave_11,netusoft,Sweden,ordinal,contemporary_issues,True,3,confirmatory
ess_wave_11,netusoft,Slovakia,ordinal,contemporary_issues,True,4,oracle_only
ess_wave_11,netusoft,Estonia,ordinal,contemporary_issues,True,5,oracle_only
ess_wave_11,netusoft,Italy,ordinal,contemporary_issues,True,6,oracle_only
ess_wave_11,netusoft,Norway,ordinal,contemporary_issues,True,7,oracle_only
ess_wave_11,netusoft,United Kingdom,ordinal,contemporary_issues,True,8,oracle_only
ess_wave_11,netusoft,Ukraine,ordinal,contemporary_issues,True,9,oracle_only
ess_wave_11,netusoft,Austria,ordinal,contemporary_issues,True,10,oracle_only
latinobarometer,P19N,El Salvador,binary,values_identity,False,1,confirmatory
latinobarometer,P19N,Peru,binary,values_identity,False,2,confirmatory
latinobarometer,P19N,Colombia,binary,values_identity,False,3,confirmatory
latinobarometer,P19N,Ecuador,binary,values_identity,False,4,oracle_only
latinobarometer,P19N,Chile,binary,values_identity,False,5,oracle_only
latinobarometer,P19N,Venezuela,binary,values_identity,False,6,oracle_only
latinobarometer,P19N,Brasil,binary,values_identity,False,7,oracle_only
latinobarometer,P19N,Panama,binary,values_identity,False,8,oracle_only
latinobarometer,P19N,Mexico,binary,values_identity,False,9,oracle_only
latinobarometer,P19N,Guatemala,binary,values_identity,False,10,oracle_only
latinobarometer,P15STGBS,Bolivia,binary,institutional_trust,False,1,confirmatory
latinobarometer,P15STGBS,Guatemala,binary,institutional_trust,False,2,confirmatory
latinobarometer,P15STGBS,Uruguay,binary,institutional_trust,False,3,confirmatory
latinobarometer,P15STGBS,Honduras,binary,institutional_trust,False,4,oracle_only
latinobarometer,P15STGBS,Costa Rica,binary,institutional_trust,False,5,oracle_only
latinobarometer,P15STGBS,Mexico,binary,institutional_trust,False,6,oracle_only
latinobarometer,P15STGBS,Rep. Dominicana,binary,institutional_trust,False,7,oracle_only
latinobarometer,P15STGBS,Paraguay,binary,institutional_trust,False,8,oracle_only
latinobarometer,P15STGBS,Brasil,binary,institutional_trust,False,9,oracle_only
latinobarometer,P15STGBS,El Salvador,binary,institutional_trust,False,10,oracle_only
latinobarometer,P42STGBS,Guatemala,binary,political_participation,False,1,confirmatory
